"Channel 1_x","Channel 1_y"
0,29,
0.007188081741,29,
0.02618002892,29,
0.04178905487,29,
0.05522799492,29,
0.06837701797,29,
0.08247828484,29,
0.09201002121,29,
0.1042561531,29,
0.1138961315,29,
0.121016264,29,
0.1303100586,29,
0.1393940449,29,
0.1485431194,29,
0.1569731236,29,
0.1679821014,29,
0.176169157,29,
0.1864569187,29,
0.1952130795,28,
0.207062006,29,
0.2182481289,29,
0.2261478901,29,
0.2347750664,29,
0.2426939011,29,
0.2531201839,29,
0.2607219219,29,
0.2710220814,29,
0.2803740501,29,
0.2887759209,29,
0.2983629704,29,
0.3076250553,29,
0.3185858727,29,
0.3292310238,29,
0.3385522366,29,
0.3494679928,29,
0.3589909077,29,
0.3706800938,29,
0.3816299438,29,
0.3916270733,29,
0.4046080112,29,
0.4158511162,28,
0.4252302647,29,
0.4369401932,29,
0.4488739967,28,
0.4575650692,29,
0.4683709145,28,
0.4804129601,29,
0.4902560711,29,
0.5017840862,29,
0.5117790699,29,
0.5221741199,29,
0.5318648815,29,
0.5413441658,29,
0.5532360077,29,
0.5674309731,28,
0.5799610615,29,
0.5904340744,29,
0.6027290821,29,
0.6147310734,29,
0.6260108948,29,
0.6376359463,29,
0.6513769627,29,
0.6621079445,29,
0.6740601063,29,
0.6884570122,29,
0.7010991573,29,
0.7142579556,29,
0.7236549854,28,
0.735779047,29,
0.7448101044,29,
0.7542819977,29,
0.7633919716,29,
0.7697019577,28,
0.7765982151,29,
0.7853720188,29,
0.7922859192,29,
0.8011090755,28,
0.8090150356,29,
0.8184461594,29,
0.8255639076,28,
0.8355519772,29,
0.8435778618,29,
0.8511400223,29,
0.8601019382,29,
0.8704390526,29,
0.8792688847,29,
0.8873000145,29,
0.8957791328,29,
0.9035961628,29,
0.9126169682,29,
0.9201180935,29,
0.9291601181,29,
0.9375681877,29,
0.9467458725,29,
0.9552121162,29,
0.965378046,29,
0.9813902378,28,
1.001899004,29,
1.024417162,28,
1.046649933,29,
1.06715703,29,
1.08762908,29,
1.103466034,29,
1.117337942,29,
1.134403229,29,
1.148524046,29,
1.163234234,29,
1.179971218,28,
1.192713022,29,
1.21550107,29,
1.232417107,28,
1.243036032,29,
1.254630089,29,
1.266872168,29,
1.280257225,29,
1.291342974,28,
1.307213068,29,
1.323962927,29,
1.35635519,29,
1.377292156,29,
1.391182184,29,
1.408408165,29,
1.422486067,28,
1.436110258,28,
1.454381227,28,
1.470171928,29,
1.481871843,29,
1.489869118,29,
1.499074221,29,
1.507208109,29,
1.518412113,29,
1.526041031,29,
1.535223007,29,
1.545772076,29,
1.554486036,29,
1.564559937,29,
1.574873924,28,
1.586601973,29,
1.596671104,28,
1.605170965,29,
1.614658117,28,
1.623169184,29,
1.637028933,29,
1.648032188,29,
1.65785408,29,
1.669094086,29,
1.679673195,29,
1.687997103,29,
1.697291136,29,
1.70618391,29,
1.716782093,29,
1.725564003,29,
1.73430419,28,
1.741348028,29,
1.75197506,28,
1.760608196,29,
1.76828599,29,
1.776853085,29,
1.78699708,29,
1.796120882,28,
1.803765059,29,
1.812593937,29,
1.821244955,29,
1.829839945,29,
1.837376118,29,
1.846092224,29,
1.854207039,28,
1.863857031,29,
1.872462273,29,
1.881898165,29,
1.890293121,29,
1.901028872,29,
1.908367872,29,
1.918702841,29,
1.92811203,28,
1.937278032,29,
1.946703911,29,
1.955348969,29,
1.964854002,28,
1.973351002,29,
1.984943867,29,
1.995177031,29,
2.004636049,29,
2.015770912,29,
2.023967981,29,
2.037369967,29,
2.048514128,28,
2.058200836,28,
2.070263147,29,
2.082646132,29,
2.092364073,29,
2.10228014,29,
2.112720966,29,
2.123289824,29,
2.137681961,29,
2.149456978,28,
2.159799099,29,
2.172276974,29,
2.184423923,28,
2.193440199,29,
2.203956127,29,
2.213310003,29,
2.222551107,29,
2.232576132,29,
2.241197109,29,
2.252129078,28,
2.262033939,29,
2.27057004,29,
2.279721975,29,
2.287118912,29,
2.296802044,29,
2.305081129,29,
2.314536095,29,
2.323147058,28,
2.33504796,29,
2.345398188,29,
2.354251146,29,
2.364127159,28,
2.371460915,29,
2.380923986,29,
2.389902115,29,
2.403996944,29,
2.415170193,29,
2.423960924,29,
2.435622931,28,
2.446568012,29,
2.455332041,29,
2.466037989,29,
2.475238085,29,
2.486327171,29,
2.497361898,29,
2.505634069,29,
2.516988993,29,
2.526116848,29,
2.537008047,29,
2.547694206,29,
2.557271242,29,
2.570069075,29,
2.583243132,29,
2.594148874,29,
2.604607105,28,
2.616278172,29,
2.625879049,29,
2.636689901,28,
2.647685051,29,
2.656733036,28,
2.670618057,29,
2.681906939,28,
2.692056894,29,
2.703787088,29,
