"Channel 1_x","Channel 1_y"
0,-0.9999236892,
0.0044901371,0.00174016859,
0.01305603981,-0.9998304966,
0.01991605759,-0.9994012464,
0.02369713783,-0.04349270804,
0.0273270607,-0.05205166208,
0.03126502037,-0.06129501889,
0.03740429878,-0.07572766178,
0.04159617424,-0.08557027515,
0.04559016228,-0.9954814272,
0.05177307129,-0.993993735,
0.05580592155,-0.9929083922,
0.05965590477,-0.9917879756,
0.06354522705,-0.9905737683,
0.06802725792,-0.1474263848,
0.07206821442,-0.9876263703,
0.07592606544,-0.1658008007,
0.08047413826,-0.9843255421,
0.08727192879,-0.1920975943,
0.09146714211,-0.979428387,
0.09545302391,-0.2109755445,
0.1009159088,-0.2235532148,
0.1045539379,-0.9727397285,
0.1083481312,-0.2405950464,
0.1124269962,-0.9682701867,
0.1165859699,-0.9657747891,
0.1203901768,-0.9634130742,
0.1249279976,-0.960493011,
0.1284742355,-0.9581301472,
0.1340200901,-0.954314278,
0.1377139091,-0.9516812623,
0.1408669949,-0.9493617949,
0.1439890862,-0.947037183,
0.1474440098,-0.3288541368,
0.1530880928,-0.341385787,
0.1563529968,-0.3486085036,
0.1599669456,-0.9342651092,
0.1644868851,-0.3664888677,
0.1706418991,-0.3799080431,
0.1747610569,-0.3889197099,
0.1784582138,-0.9178515679,
0.1844542027,-0.9121748029,
0.1886472702,-0.418846354,
0.1920521259,-0.4261162181,
0.195800066,-0.434092943,
0.2016880512,-0.894779606,
0.206001997,-0.8901785286,
0.2099699974,-0.8858822245,
0.2143540382,-0.8810364414,
0.218528986,-0.8763413584,
0.2223770618,-0.489613608,
0.2260112762,-0.8677131191,
0.2298412323,-0.8631968344,
0.2366352081,-0.8550096604,
0.2406551838,-0.850051356,
0.2444829941,-0.8452637942,
0.249805212,-0.8386140106,
0.2549650669,-0.5550519725,
0.2583620548,-0.8273399022,
0.2619900703,-0.8225122298,
0.2676951885,-0.8149729545,
0.2728071213,-0.807751033,
0.2764110565,-0.5963507414,
0.2811131477,-0.7960593267,
0.2878572941,-0.6177907617,
0.29154706,-0.780942891,
0.2954010963,-0.6316076113,
0.3010411263,-0.7667733375,
0.3044581413,-0.6480684893,
0.3084011078,-0.6551192872,
0.3121111393,-0.661697078,
0.3161542416,-0.7434386481,
0.3196659088,-0.7378727669,
0.3229660988,-0.7326042743,
0.3266701698,-0.6870243845,
0.3312671185,-0.7191683695,
0.3377690315,-0.7084248233,
0.3419229984,-0.7014810374,
0.346031189,-0.7194428288,
0.352339983,-0.6837874743,
0.3563520908,-0.6768612369,
0.3606631756,-0.6693755565,
0.3651940823,-0.7500556699,
0.3717780113,-0.6496596531,
0.3758060932,-0.7663579784,
0.3800520897,-0.6347235454,
0.386218071,-0.6234251675,
0.390406847,-0.6157291763,
0.3946831226,-0.6077089483,
0.3995132446,-0.8009621548,
0.4050209522,-0.5881788969,
0.4091320038,-0.8143877058,
0.4137310982,-0.8206202998,
0.420650959,-0.5580752371,
0.4248509407,-0.5497716826,
0.4288289547,-0.5419104684,
0.4349050522,-0.5298272338,
0.4390881062,-0.521440888,
0.4432928562,-0.5129674384,
0.4473011494,-0.5048257366,
0.451580286,-0.496103228,
0.4561710358,-0.87358018,
0.4600319862,-0.4787106676,
0.4639680386,-0.8823686322,
0.4697551727,-0.8887071458,
0.4733319283,-0.4509668766,
0.4766299725,-0.4440156736,
0.4800620079,-0.8995732145,
0.4859802723,-0.9055806004,
0.4894111156,-0.9089823076,
0.4927742481,-0.409621882,
0.4962620735,-0.4021471919,
0.5023171902,-0.3890095258,
0.5057909489,-0.3814519568,
0.5091609955,-0.9273865493,
0.5132138729,-0.9309091008,
0.5200750828,-0.936690923,
0.5242381096,-0.3409346254,
0.5288541317,-0.9437362448,
0.5353860855,-0.948709496,
0.5394051075,-0.3071381478,
0.5439920425,-0.9549295468,
0.5498418808,-0.9588808403,
0.5562329292,-0.9630900012,
0.5608711243,-0.9659787573,
0.5652780533,-0.2485994883,
0.5710141659,-0.9718798725,
0.5744299889,-0.9737485044,
0.5777640343,-0.2199722757,
0.5815329552,-0.977419005,
0.5872709751,-0.1980700141,
0.5906500816,-0.1902569992,
0.5941441059,-0.9832672549,
0.5986082554,-0.9851276677,
0.6042098999,-0.9873098244,
0.607583046,-0.9885417399,
0.6109950542,-0.9897232533,
0.614812851,-0.1340915898,
0.6204180717,-0.9926536412,
0.6239621639,-0.1127089185,
0.6274571419,-0.9945215059,
0.6312892437,-0.9954261345,
0.6377711296,-0.08031675311,
0.6411640644,-0.0723378377,
0.6445040703,-0.06448895466,
0.6484770775,-0.998478096,
0.6538031101,-0.04261540669,
